subj,tr_id,tr_type,x1,y1,dur1,gap1,x2,y2,dur2,gap2,x3,y3,dur3,gap3,x4,y4,dur4,gap4,x5,y5,dur5
P020,4.4,L,-4.133333333333326,65.99111111111108,268,48,7.133333333333326,-177.39851851851853,330,44,12.333333333333371,23.13481481481483,450,18,-1.533333333333303,-34.797037037037,288,206,4.533333333333303,-90.07407407407408,564
P020,5.0,L,-19.26666666666665,19.0577777777778,210,46,-0.7999999999999545,-211.43703703703704,270,18,-2.9333333333332803,-238.6488888888889,628,8,5.533333333333303,-232.10666666666663,424,14,-6.93333333333328,-245.09629629629632,408
P020,5.1,H,-16.66666666666663,-47.97629629629631,182,40,72.33333333333337,-101.357037037037,368,38,-40.26666666666665,-121.36296296296297,208,58,-36.0,134.73185185185184,316,16,-39.60000000000002,111.02814814814815,144
P020,5.2,F,14.600000000000023,-21.712592592592557,220,24,-40.200000000000045,2.27555555555557,228,184,-31.26666666666665,5.688888888888869,390,12,-42.26666666666665,4.930370370370383,244,28,43.93333333333328,5.214814814814758,458
P020,5.3,L,-8.600000000000023,23.89333333333343,302,26,87.4666666666667,15.170370370370392,148,54,-2.9333333333332803,-236.9422222222222,640,14,-0.06666666666671972,-257.99111111111114,592,242,32.73333333333335,101.54666666666674,206
P020,5.4,H,26.600000000000023,-58.59555555555545,196,26,-28.33333333333337,-100.40888888888884,180,58,98.0,-64.75851851851843,252,20,72.73333333333335,-89.78962962962964,280,24,112.86666666666667,-45.41629629629625,320
P020,6.0,L,-49.73333333333335,-6.9214814814814645,180,148,5.2666666666666515,15.644444444444389,156,16,-9.333333333333371,6.731851851851843,286,54,0.6000000000000227,191.14666666666665,136,18,1.6666666666666288,229.73629629629625,238
P020,6.1,F,106.06666666666672,5.688888888888869,102,26,14.466666666666697,2.560000000000059,160,24,-48.799999999999955,11.188148148148116,274,156,-38.60000000000002,11.093333333333362,186,26,32.5333333333333,7.869629629629571,634
P020,6.2,H,30.133333333333326,-30.814814814814838,168,40,-47.200000000000045,-117.85481481481474,166,28,-25.799999999999955,-211.1525925925926,376,40,-55.66666666666663,-113.68296296296296,196,56,84.0,-108.27851851851852,158
P020,6.3,L,-14.93333333333328,-32.04740740740732,316,30,64.20000000000005,-47.8814814814815,166,42,-71.5333333333333,-69.02518518518508,308,26,-17.93333333333328,-214.18666666666667,288,22,-12.466666666666697,-262.0681481481481,234
P020,6.4,H,-34.60000000000002,117.19111111111113,138,56,7.466666666666697,-104.77037037037036,206,28,84.20000000000005,-154.3585185185184,368,18,106.06666666666672,-159.19407407407408,142,40,-3.2000000000000455,-120.50962962962967,334
P020,7.0,F,-19.200000000000045,-13.463703703703743,324,20,-43.60000000000002,-2.2755555555555134,280,26,27.600000000000023,4.456296296296387,172,224,14.133333333333326,-8.248888888888928,274,10,25.26666666666665,-3.0340740740741126,186
P020,7.1,H,-24.93333333333328,26.453333333333262,254,22,-58.866666666666674,-3.508148148148166,424,44,38.799999999999955,109.98518518518517,236,46,-58.4666666666667,-10.714074074074006,582,48,57.133333333333326,44.18370370370371,482
P020,7.2,L,-42.73333333333335,1.80148148148146,294,26,15.200000000000045,17.73037037037045,400,16,-0.20000000000004547,8.62814814814817,226,24,54.5333333333333,24.46222222222218,348,58,4.866666666666674,-212.85925925925926,288
P020,7.3,H,-47.26666666666665,-62.00888888888886,166,42,32.66666666666663,15.26518518518526,138,24,67.4666666666667,-34.32296296296295,262,24,32.66666666666663,-86.94518518518515,260,22,65.39999999999998,-49.68296296296296,276
P020,7.4,F,-32.200000000000045,18.014814814814827,198,26,32.4666666666667,36.88296296296289,478,26,7.133333333333326,-83.62666666666667,292,230,-31.66666666666663,44.46814814814809,166,12,-43.200000000000045,40.770370370370415,534
P020,8.0,L,-63.0,-12.800000000000011,184,24,-6.533333333333303,-1.9911111111111381,360,38,33.200000000000045,37.45185185185187,218,24,-32.26666666666665,13.842962962962929,464,20,3.9333333333332803,24.55703703703705,352
P020,8.1,F,-15.466666666666697,-69.40444444444444,132,26,-31.0,17.161481481481474,258,26,33.26666666666665,5.4044444444444935,490,26,-44.0,8.059259259259306,144,196,-35.33333333333337,1.80148148148146,382
P020,8.2,H,-60.5333333333333,-39.822222222222194,174,28,10.466666666666697,-110.08000000000004,222,48,50.799999999999955,125.43999999999994,310,22,96.20000000000005,164.31407407407403,326,52,-109.0,69.02518518518514,310
P020,8.3,F,-1.6000000000000227,47.691851851851766,222,260,-35.39999999999998,-10.239999999999952,194,26,-8.866666666666674,-83.53185185185185,324,30,22.66666666666663,36.02962962962965,634,24,-40.0,34.89185185185181,438
P020,8.4,L,-37.133333333333326,-84.57481481481483,210,42,-3.7999999999999545,18.58370370370369,248,204,0.0,31.004444444444516,280,56,5.466666666666697,-183.18222222222226,326,16,-2.466666666666697,-165.45185185185187,446
P020,9.0,F,-1.6666666666666288,-1.3274074074074065,210,20,-37.60000000000002,3.6977777777777874,388,26,32.5333333333333,10.524444444444498,312,10,40.799999999999955,6.826666666666711,580,234,-14.733333333333348,10.145185185185255,158
P020,9.1,H,-49.0,-115.86370370370372,156,42,82.86666666666667,-80.87703703703693,286,20,112.60000000000002,-79.36000000000001,180,56,-63.5333333333333,84.57481481481489,412,22,-92.73333333333335,133.12,182
P020,9.2,L,-9.600000000000023,-27.21185185185186,188,44,6.93333333333328,101.54666666666674,314,20,46.60000000000002,107.99407407407409,304,24,1.3333333333333712,175.59703703703713,308,24,-56.4666666666667,131.22370370370368,178
P020,9.3,H,-108.73333333333335,23.324444444444453,120,56,60.200000000000045,-38.39999999999998,164,24,34.200000000000045,-74.05037037037039,302,26,112.86666666666667,-68.93037037037038,542,28,37.133333333333326,-71.20592592592595,412
P020,9.4,L,-51.133333333333326,-16.971851851851852,202,46,-7.0,95.38370370370376,332,58,-16.533333333333303,-139.6622222222221,172,30,-19.466666666666697,-250.0266666666667,580,12,-21.33333333333337,-233.52888888888884,180
P020,10.0,H,-92.39999999999998,0.6637037037037317,182,30,24.26666666666665,-96.04740740740732,150,238,19.866666666666674,-21.522962962962993,128,44,-12.0,112.45037037037036,220,22,-12.600000000000023,191.81037037037038,360
P020,10.1,L,10.133333333333326,31.573333333333267,348,24,-11.200000000000045,-26.45333333333332,372,250,9.133333333333326,97.9437037037037,194,28,-3.8666666666666742,199.96444444444444,446,60,-5.06666666666672,0.5688888888888641,458
P020,10.2,F,-12.600000000000023,6.162962962962979,194,24,-34.4666666666667,-24.65185185185186,304,26,-119.60000000000002,-43.425185185185114,276,48,99.20000000000005,-32.90074074074073,144,50,-96.4666666666667,-26.54814814814813,232
P020,10.3,H,-24.06666666666672,41.623703703703654,190,26,4.93333333333328,-75.75703703703704,146,156,-72.06666666666672,-97.28000000000003,240,16,-64.73333333333335,-75.18814814814806,122,32,55.93333333333328,-73.19703703703703,472
P020,10.4,F,-52.66666666666663,-7.680000000000007,186,26,30.33333333333337,16.877037037036985,314,234,6.866666666666674,10.714074074074006,146,26,-47.93333333333328,9.197037037037035,516,40,21.93333333333328,9.765925925925899,218
P020,11.0,L,-11.733333333333348,6.542222222222222,134,210,-11.266666666666652,-189.62962962962962,278,48,-14.333333333333371,18.39407407407407,406,56,-10.266666666666652,-204.13629629629628,686,12,-11.333333333333371,-157.10814814814813,350
P020,11.1,F,10.799999999999955,12.7051851851852,186,24,-48.200000000000045,27.49629629629635,428,232,-22.26666666666665,24.74666666666667,254,26,36.0,21.428148148148125,386,26,-36.799999999999955,5.4044444444444935,176
P020,11.2,H,-81.13333333333333,17.25629629629634,204,48,-13.399999999999977,151.13481481481483,310,16,-14.133333333333326,180.14814814814815,152,40,-133.53333333333336,193.51703703703708,190,10,-140.93333333333334,209.63555555555558,220
P020,11.3,L,-27.399999999999977,-5.309629629629626,106,204,3.0,29.392592592592564,560,172,-16.799999999999955,47.31259259259252,394,26,-0.7333333333333485,41.5288888888889,632,62,12.133333333333326,-230.9688888888889,274
P020,11.4,H,-3.0,-14.696296296296282,280,48,-3.2000000000000455,167.53777777777782,368,10,-0.7999999999999545,182.13925925925923,176,30,64.66666666666663,70.63703703703709,180,226,77.93333333333328,-103.1585185185184,110
P020,12.1,F,4.600000000000023,-28.91851851851851,122,24,-25.06666666666672,1.9911111111110813,380,26,45.93333333333328,9.576296296296277,160,202,37.93333333333328,0.09481481481486753,402,10,42.866666666666674,-5.688888888888869,240
P020,12.2,H,-66.0,-16.59259259259261,186,54,66.13333333333333,-13.653333333333308,122,44,-64.86666666666667,-103.53777777777776,342,26,-96.4666666666667,-138.99851851851855,140,26,-20.466666666666697,-107.99407407407404,206
P020,12.3,F,22.93333333333328,64.56888888888886,118,22,24.133333333333326,9.291851851851789,184,24,-23.200000000000045,9.576296296296277,124,230,-24.06666666666672,7.111111111111086,240,26,42.26666666666665,13.653333333333308,556
P020,12.4,H,-36.73333333333335,-38.87407407407409,226,26,10.733333333333348,-57.74222222222221,142,54,120.5333333333333,180.05333333333328,196,18,151.60000000000002,208.87703703703698,176,42,15.666666666666629,198.8266666666667,390
P020,13.0,F,28.399999999999977,-16.59259259259261,172,20,30.66666666666663,15.928888888888878,178,24,-28.26666666666665,19.15259259259267,292,10,-40.200000000000045,13.653333333333308,372,44,1.0,-86.56592592592585,188
P020,13.1,L,13.600000000000023,-23.988148148148127,352,42,2.1333333333333258,-194.56000000000006,622,20,-2.8666666666666742,-260.9303703703704,338,66,2.1333333333333258,95.38370370370376,358,198,-8.266666666666652,62.00888888888892,428
